lapTime,compound
90125,MEDIUM
85808,MEDIUM
86395,MEDIUM
86377,MEDIUM
86341,MEDIUM
87159,MEDIUM
86333,MEDIUM
86531,MEDIUM
86499,MEDIUM
86668,MEDIUM
86741,MEDIUM
86443,MEDIUM
86691,MEDIUM
86309,MEDIUM
86702,MEDIUM
86777,MEDIUM
86780,MEDIUM
86812,MEDIUM
87125,MEDIUM
87708,MEDIUM
87466,MEDIUM
91184,MEDIUM
114069,MEDIUM
85173,HARD
