lapTime,compound
87866,HARD
85870,HARD
86252,HARD
86026,HARD
86778,HARD
86846,HARD
86413,HARD
86595,HARD
86497,HARD
86368,HARD
87390,HARD
87440,HARD
87472,HARD
86757,HARD
86580,HARD
87010,HARD
86778,HARD
86826,HARD
86609,HARD
86952,HARD
86943,HARD
87032,HARD
86586,HARD
90855,HARD
